ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,PE,E_total
267,2.68e-05,204.517,329971,3.29971e+07,1.75245e-18,-2.62791e-18,2.30534e-14,3.40855e-10,1.16571e-08,1.1998e-08
268,2.69e-05,205.006,329939,3.29939e+07,2.43482e-18,-1.9344e-18,2.30505e-14,3.40805e-10,1.16571e-08,1.19979e-08
269,2.7e-05,205.543,329888,3.29888e+07,2.6506e-18,-1.90346e-18,2.30459e-14,3.40723e-10,1.16571e-08,1.19978e-08
270,2.71e-05,206.071,329936,3.29936e+07,2.19211e-18,-1.571e-18,2.30502e-14,3.40795e-10,1.16571e-08,1.19979e-08
271,2.72e-05,206.44,329955,3.29955e+07,2.67673e-18,-1.33024e-18,2.30519e-14,3.40828e-10,1.16571e-08,1.19979e-08
272,2.73e-05,206.906,329940,3.2994e+07,3.16291e-18,-1.94863e-18,2.30505e-14,3.40803e-10,1.16571e-08,1.19979e-08
273,2.74e-05,207.214,329953,3.29953e+07,2.57881e-18,-1.49391e-18,2.30516e-14,3.40823e-10,1.16571e-08,1.19979e-08
274,2.75e-05,207.336,330000,3.3e+07,2.08318e-18,-2.68887e-18,2.30557e-14,3.40892e-10,1.16571e-08,1.1998e-08
275,2.76e-05,207.817,330029,3.30029e+07,1.45181e-18,-2.47177e-18,2.30583e-14,3.40938e-10,1.16571e-08,1.1998e-08
276,2.77e-05,208.418,330036,3.30036e+07,2.11544e-18,-2.33052e-18,2.3059e-14,3.40952e-10,1.16571e-08,1.19981e-08
277,2.78e-05,209.017,329967,3.29967e+07,2.69335e-18,-1.90511e-18,2.3053e-14,3.40852e-10,1.16571e-08,1.1998e-08
278,2.79e-05,209.356,329978,3.29978e+07,2.95146e-18,-1.89937e-18,2.3054e-14,3.40868e-10,1.16571e-08,1.1998e-08
279,2.8e-05,209.762,329928,3.29928e+07,2.81657e-18,-2.90355e-18,2.30496e-14,3.40794e-10,1.16571e-08,1.19979e-08
280,2.81e-05,210.389,329951,3.29951e+07,2.66716e-18,-3.10405e-18,2.30518e-14,3.40835e-10,1.16571e-08,1.19979e-08
281,2.82e-05,211.179,329919,3.29919e+07,2.82686e-18,-2.78591e-18,2.30489e-14,3.40787e-10,1.16571e-08,1.19979e-08
282,2.83e-05,211.798,329977,3.29977e+07,3.22752e-18,-2.24167e-18,2.30542e-14,3.40877e-10,1.16571e-08,1.1998e-08
283,2.84e-05,211.933,329952,3.29952e+07,3.47564e-18,-3.18454e-18,2.3052e-14,3.4084e-10,1.16571e-08,1.19979e-08
284,2.85e-05,212.487,329966,3.29966e+07,2.96836e-18,-2.89084e-18,2.30533e-14,3.40861e-10,1.16571e-08,1.1998e-08
285,2.86e-05,213.07,329930,3.2993e+07,3.38479e-18,-2.29708e-18,2.30499e-14,3.40803e-10,1.16571e-08,1.19979e-08
286,2.87e-05,213.689,329880,3.2988e+07,2.893e-18,-2.14827e-18,2.30454e-14,3.40726e-10,1.16571e-08,1.19978e-08
287,2.88e-05,214.277,329865,3.29865e+07,2.77334e-18,-1.9136e-18,2.30442e-14,3.40708e-10,1.16571e-08,1.19978e-08
288,2.89e-05,214.927,329801,3.29801e+07,2.32253e-18,-1.74192e-18,2.30384e-14,3.40609e-10,1.16571e-08,1.19977e-08
289,2.9e-05,215.396,329843,3.29843e+07,2.53344e-18,-1.8115e-18,2.3042e-14,3.4067e-10,1.16571e-08,1.19978e-08
290,2.91e-05,215.953,329791,3.29791e+07,2.34639e-18,-1.4796e-18,2.30373e-14,3.40586e-10,1.16571e-08,1.19977e-08
291,2.92e-05,216.524,329824,3.29824e+07,2.13925e-18,-1.653e-18,2.30404e-14,3.40639e-10,1.16571e-08,1.19977e-08
292,2.93e-05,217.106,329836,3.29836e+07,1.84714e-18,-1.9118e-18,2.30413e-14,3.40655e-10,1.16571e-08,1.19978e-08
293,2.94e-05,217.742,329765,3.29765e+07,1.58743e-18,-2.264e-18,2.30349e-14,3.40544e-10,1.16571e-08,1.19977e-08
294,2.95e-05,218.358,329706,3.29706e+07,1.71024e-18,-2.26636e-18,2.30293e-14,3.40449e-10,1.16571e-08,1.19976e-08
295,2.96e-05,219.068,329672,3.29672e+07,1.33434e-18,-2.80056e-18,2.30261e-14,3.40391e-10,1.16571e-08,1.19975e-08
296,2.97e-05,219.677,329637,3.29637e+07,1.40704e-18,-3.47969e-18,2.30228e-14,3.40333e-10,1.16571e-08,1.19974e-08
297,2.98e-05,219.86,329616,3.29616e+07,1.20233e-18,-3.11355e-18,2.30209e-14,3.40302e-10,1.16571e-08,1.19974e-08
298,2.99e-05,220.469,329652,3.29652e+07,1.80702e-18,-2.68561e-18,2.30238e-14,3.40349e-10,1.16571e-08,1.19975e-08
299,3e-05,221.089,329624,3.29624e+07,1.5657e-18,-2.9722e-18,2.30212e-14,3.40303e-10,1.16571e-08,1.19974e-08
300,3.01e-05,221.436,329733,3.29733e+07,9.67616e-19,-3.3247e-18,2.30307e-14,3.40464e-10,1.16571e-08,1.19976e-08
301,3.02e-05,222.067,329731,3.29731e+07,3.2489e-19,-4.19997e-18,2.30305e-14,3.40459e-10,1.16571e-08,1.19976e-08
302,3.03e-05,222.462,329717,3.29717e+07,6.75551e-19,-3.07597e-18,2.30292e-14,3.40436e-10,1.16571e-08,1.19975e-08
303,3.04e-05,223.08,329728,3.29728e+07,4.43614e-19,-3.09572e-18,2.30301e-14,3.4045e-10,1.16571e-08,1.19976e-08
304,3.05e-05,223.705,329777,3.29777e+07,-3.64225e-20,-3.39829e-18,2.30344e-14,3.40526e-10,1.16571e-08,1.19976e-08
305,3.06e-05,224.344,329717,3.29717e+07,-3.16286e-19,-2.75804e-18,2.3029e-14,3.40432e-10,1.16571e-08,1.19975e-08
306,3.07e-05,225.047,329802,3.29802e+07,-1.49412e-19,-2.66786e-18,2.30366e-14,3.40564e-10,1.16571e-08,1.19977e-08
307,3.08e-05,225.733,329833,3.29833e+07,-5.1096e-19,-2.30835e-18,2.30394e-14,3.40612e-10,1.16571e-08,1.19977e-08
308,3.09e-05,226.345,329836,3.29836e+07,-1.01909e-18,-1.73854e-18,2.30396e-14,3.40613e-10,1.16571e-08,1.19977e-08
309,3.1e-05,226.595,329980,3.2998e+07,-1.90534e-18,-1.24528e-18,2.30524e-14,3.40833e-10,1.16571e-08,1.19979e-08
310,3.11e-05,227.088,329929,3.29929e+07,-2.58762e-18,-2.32167e-19,2.30476e-14,3.40745e-10,1.16571e-08,1.19979e-08
311,3.12e-05,227.23,329930,3.2993e+07,-2.92898e-18,2.62487e-19,2.30474e-14,3.40739e-10,1.16571e-08,1.19978e-08
312,3.13e-05,227.565,329970,3.2997e+07,-3.24536e-18,3.31808e-19,2.30508e-14,3.40793e-10,1.16571e-08,1.19979e-08
313,3.14e-05,227.874,329958,3.29958e+07,-3.42279e-18,6.09773e-19,2.30496e-14,3.40768e-10,1.16571e-08,1.19979e-08
314,3.15e-05,228.228,329957,3.29957e+07,-2.80692e-18,1.22324e-18,2.30494e-14,3.40764e-10,1.16571e-08,1.19979e-08
315,3.16e-05,228.765,329903,3.29903e+07,-3.26693e-18,1.75602e-18,2.30444e-14,3.40674e-10,1.16571e-08,1.19978e-08
316,3.17e-05,229.38,330011,3.30011e+07,-2.41809e-18,2.0919e-18,2.30539e-14,3.40835e-10,1.16571e-08,1.19979e-08
317,3.18e-05,229.98,330005,3.30005e+07,-2.37702e-18,1.75072e-18,2.30533e-14,3.40823e-10,1.16571e-08,1.19979e-08
318,3.19e-05,230.459,330054,3.30054e+07,-2.24554e-18,2.56922e-18,2.30576e-14,3.40897e-10,1.16571e-08,1.1998e-08
319,3.2e-05,230.804,330094,3.30094e+07,-2.33784e-18,2.92358e-18,2.3061e-14,3.40952e-10,1.16571e-08,1.19981e-08
320,3.21e-05,231.005,330037,3.30037e+07,-1.9246e-18,3.08316e-18,2.30557e-14,3.40858e-10,1.16571e-08,1.1998e-08
321,3.22e-05,231.226,330101,3.30101e+07,-2.61389e-18,3.35434e-18,2.30614e-14,3.40951e-10,1.16571e-08,1.1998e-08
322,3.23e-05,231.693,330103,3.30103e+07,-2.64147e-18,3.6032e-18,2.30616e-14,3.40951e-10,1.16571e-08,1.1998e-08
323,3.24e-05,232.358,330136,3.30136e+07,-2.60988e-18,4.86113e-18,2.30645e-14,3.41001e-10,1.16571e-08,1.19981e-08
324,3.25e-05,233.007,330155,3.30155e+07,-2.73813e-18,4.8388e-18,2.30659e-14,3.41019e-10,1.16571e-08,1.19981e-08
325,3.26e-05,233.232,330114,3.30114e+07,-2.2446e-18,5.12386e-18,2.30621e-14,3.40952e-10,1.16571e-08,1.1998e-08
326,3.27e-05,233.809,330194,3.30194e+07,-1.45119e-18,4.48097e-18,2.30694e-14,3.41077e-10,1.16571e-08,1.19982e-08
327,3.28e-05,234.439,330209,3.30209e+07,-1.40683e-18,4.11892e-18,2.30712e-14,3.41114e-10,1.16571e-08,1.19982e-08
328,3.29e-05,234.883,330266,3.30266e+07,-9.364e-19,4.40134e-18,2.30763e-14,3.412e-10,1.16571e-08,1.19983e-08
329,3.3e-05,235.364,330315,3.30315e+07,-1.09814e-18,4.95271e-18,2.30807e-14,3.41277e-10,1.16571e-08,1.19984e-08
330,3.31e-05,235.682,330315,3.30315e+07,-1.65072e-19,5.26089e-18,2.30809e-14,3.41283e-10,1.16571e-08,1.19984e-08
331,3.32e-05,236.113,330279,3.30279e+07,-4.49731e-21,5.43268e-18,2.30778e-14,3.41233e-10,1.16571e-08,1.19983e-08
332,3.33e-05,236.569,330313,3.30313e+07,-5.20923e-19,5.05702e-18,2.3081e-14,3.41288e-10,1.16571e-08,1.19984e-08
333,3.34e-05,237.117,330324,3.30324e+07,-2.12557e-19,5.38694e-18,2.3082e-14,3.41305e-10,1.16571e-08,1.19984e-08
334,3.35e-05,237.812,330279,3.30279e+07,-1.01737e-18,5.31323e-18,2.30781e-14,3.41237e-10,1.16571e-08,1.19983e-08
335,3.36e-05,238.48,330296,3.30296e+07,-8.42868e-19,5.26577e-18,2.30798e-14,3.41264e-10,1.16571e-08,1.19984e-08
336,3.37e-05,239.079,330221,3.30221e+07,-5.79661e-19,5.62217e-18,2.3073e-14,3.41149e-10,1.16571e-08,1.19982e-08
337,3.38e-05,239.512,330209,3.30209e+07,4.07313e-20,5.3029e-18,2.3072e-14,3.41135e-10,1.16571e-08,1.19982e-08
338,3.39e-05,240.037,330224,3.30224e+07,6.99785e-20,4.67464e-18,2.30734e-14,3.41162e-10,1.16571e-08,1.19983e-08
339,3.4e-05,240.381,330235,3.30235e+07,7.46026e-19,3.91176e-18,2.30745e-14,3.41178e-10,1.16571e-08,1.19983e-08
340,3.41e-05,240.931,330175,3.30175e+07,-4.02559e-19,4.40443e-18,2.30692e-14,3.41089e-10,1.16571e-08,1.19982e-08
341,3.42e-05,241.626,330234,3.30234e+07,1.15827e-19,5.60238e-18,2.30747e-14,3.41185e-10,1.16571e-08,1.19983e-08
342,3.43e-05,241.905,330248,3.30248e+07,-7.21687e-19,6.05887e-18,2.30759e-14,3.41208e-10,1.16571e-08,1.19983e-08
343,3.44e-05,242.564,330282,3.30282e+07,-1.39763e-18,6.23455e-18,2.30789e-14,3.41259e-10,1.16571e-08,1.19984e-08
344,3.45e-05,243.049,330255,3.30255e+07,-1.91373e-18,6.04813e-18,2.30764e-14,3.41218e-10,1.16571e-08,1.19983e-08
345,3.46e-05,243.521,330313,3.30313e+07,-1.18941e-18,7.16112e-18,2.30817e-14,3.41309e-10,1.16571e-08,1.19984e-08
346,3.47e-05,244.061,330276,3.30276e+07,-9.22829e-20,7.63399e-18,2.30785e-14,3.41257e-10,1.16571e-08,1.19983e-08
347,3.48e-05,244.631,330242,3.30242e+07,1.42326e-19,7.92907e-18,2.30754e-14,3.41203e-10,1.16571e-08,1.19983e-08
348,3.49e-05,244.819,330280,3.3028e+07,1.08208e-19,7.73607e-18,2.30789e-14,3.41265e-10,1.16571e-08,1.19984e-08
349,3.5e-05,245.135,330332,3.30332e+07,1.02472e-19,8.47961e-18,2.30836e-14,3.41345e-10,1.16571e-08,1.19984e-08
350,3.51e-05,245.741,330340,3.3034e+07,9.13038e-19,8.29501e-18,2.30844e-14,3.41359e-10,1.16571e-08,1.19984e-08
351,3.52e-05,246.257,330286,3.30286e+07,1.60792e-18,8.88607e-18,2.30794e-14,3.41274e-10,1.16571e-08,1.19984e-08
352,3.53e-05,246.541,330299,3.30299e+07,9.86587e-19,8.43079e-18,2.30807e-14,3.41298e-10,1.16571e-08,1.19984e-08
353,3.54e-05,247.122,330264,3.30264e+07,2.78982e-19,8.37956e-18,2.30776e-14,3.41245e-10,1.16571e-08,1.19983e-08
354,3.55e-05,247.791,330273,3.30273e+07,7.09808e-19,8.32268e-18,2.30785e-14,3.41264e-10,1.16571e-08,1.19984e-08
355,3.56e-05,248.51,330308,3.30308e+07,8.99572e-19,7.68295e-18,2.30815e-14,3.41315e-10,1.16571e-08,1.19984e-08
356,3.57e-05,249.173,330336,3.30336e+07,8.15954e-19,7.39292e-18,2.30837e-14,3.4135e-10,1.16571e-08,1.19984e-08
357,3.58e-05,249.749,330367,3.30367e+07,1.99975e-19,6.81609e-18,2.30865e-14,3.41396e-10,1.16571e-08,1.19985e-08
358,3.59e-05,250.008,330396,3.30396e+07,-4.65975e-19,7.13059e-18,2.30889e-14,3.41433e-10,1.16571e-08,1.19985e-08
359,3.6e-05,250.328,330367,3.30367e+07,-7.22627e-19,6.81128e-18,2.30862e-14,3.41389e-10,1.16571e-08,1.19985e-08
360,3.61e-05,250.772,330460,3.3046e+07,-4.57579e-19,6.88632e-18,2.30945e-14,3.4153e-10,1.16571e-08,1.19986e-08
361,3.62e-05,251.047,330355,3.30355e+07,-2.33992e-19,7.05483e-18,2.3085e-14,3.41365e-10,1.16571e-08,1.19985e-08
362,3.63e-05,251.712,330417,3.30417e+07,7.26442e-20,6.61993e-18,2.30905e-14,3.41459e-10,1.16571e-08,1.19985e-08
363,3.64e-05,252.232,330384,3.30384e+07,-6.55956e-19,6.83234e-18,2.30876e-14,3.41405e-10,1.16571e-08,1.19985e-08
364,3.65e-05,252.701,330480,3.3048e+07,-1.93037e-18,6.6285e-18,2.30962e-14,3.41554e-10,1.16571e-08,1.19986e-08
365,3.66e-05,253.215,330509,3.30509e+07,-2.83633e-18,6.77167e-18,2.30989e-14,3.41602e-10,1.16571e-08,1.19987e-08
366,3.67e-05,253.675,330428,3.30428e+07,-2.74889e-18,6.829e-18,2.30917e-14,3.41476e-10,1.16571e-08,1.19986e-08
367,3.68e-05,254.251,330381,3.30381e+07,-3.01949e-18,7.37529e-18,2.30875e-14,3.41404e-10,1.16571e-08,1.19985e-08
368,3.69e-05,254.915,330480,3.3048e+07,-2.59499e-18,7.77543e-18,2.30962e-14,3.41551e-10,1.16571e-08,1.19986e-08
369,3.7e-05,255.555,330517,3.30517e+07,-1.92204e-18,7.39507e-18,2.30995e-14,3.41608e-10,1.16571e-08,1.19987e-08
370,3.71e-05,256.051,330492,3.30492e+07,-1.46609e-18,7.36254e-18,2.30973e-14,3.41572e-10,1.16571e-08,1.19987e-08
371,3.72e-05,256.573,330608,3.30608e+07,-1.45618e-18,6.59805e-18,2.31079e-14,3.41754e-10,1.16571e-08,1.19988e-08
372,3.73e-05,257.235,330656,3.30656e+07,-1.79444e-18,7.1129e-18,2.31124e-14,3.41833e-10,1.16571e-08,1.19989e-08
373,3.74e-05,257.833,330602,3.30602e+07,-1.68134e-18,6.45923e-18,2.31077e-14,3.41752e-10,1.16571e-08,1.19988e-08
374,3.75e-05,258.27,330542,3.30542e+07,-2.45182e-18,5.74141e-18,2.31026e-14,3.41667e-10,1.16571e-08,1.19988e-08
375,3.76e-05,259,330509,3.30509e+07,-1.93073e-18,5.14765e-18,2.30996e-14,3.41614e-10,1.16571e-08,1.19987e-08
376,3.77e-05,259.665,330473,3.30473e+07,-1.88979e-18,5.72036e-18,2.30966e-14,3.41563e-10,1.16571e-08,1.19986e-08
377,3.78e-05,260.242,330652,3.30652e+07,-2.50523e-18,5.4017e-18,2.31127e-14,3.41841e-10,1.16571e-08,1.19989e-08
378,3.79e-05,260.691,330656,3.30656e+07,-2.59004e-18,5.59967e-18,2.31131e-14,3.41851e-10,1.16571e-08,1.19989e-08
379,3.8e-05,261.272,330654,3.30654e+07,-2.44291e-18,4.71335e-18,2.31132e-14,3.41855e-10,1.16571e-08,1.19989e-08
380,3.81e-05,261.576,330668,3.30668e+07,-2.29459e-18,4.54627e-18,2.31145e-14,3.41881e-10,1.16571e-08,1.1999e-08
381,3.82e-05,262.185,330697,3.30697e+07,-2.48074e-18,5.19804e-18,2.31172e-14,3.41928e-10,1.16571e-08,1.1999e-08
382,3.83e-05,262.675,330692,3.30692e+07,-1.96772e-18,4.763e-18,2.3117e-14,3.41927e-10,1.16571e-08,1.1999e-08
383,3.84e-05,263.195,330646,3.30646e+07,-2.09247e-18,5.11073e-18,2.3113e-14,3.41861e-10,1.16571e-08,1.19989e-08
384,3.85e-05,263.573,330707,3.30707e+07,-2.83465e-18,4.95097e-18,2.31189e-14,3.41968e-10,1.16571e-08,1.1999e-08
385,3.86e-05,264.028,330689,3.30689e+07,-2.90628e-18,5.04213e-18,2.31176e-14,3.41948e-10,1.16571e-08,1.1999e-08
386,3.87e-05,264.626,330704,3.30704e+07,-2.63694e-18,5.06123e-18,2.3119e-14,3.41977e-10,1.16571e-08,1.19991e-08
387,3.88e-05,265.101,330654,3.30654e+07,-2.09531e-18,4.7249e-18,2.31146e-14,3.41903e-10,1.16571e-08,1.1999e-08
388,3.89e-05,265.442,330605,3.30605e+07,-2.53545e-18,4.64586e-18,2.31103e-14,3.41828e-10,1.16571e-08,1.19989e-08
389,3.9e-05,266.069,330588,3.30588e+07,-2.73468e-18,4.69475e-18,2.31089e-14,3.41808e-10,1.16571e-08,1.19989e-08
390,3.91e-05,266.715,330573,3.30573e+07,-1.84004e-18,3.94058e-18,2.31077e-14,3.41787e-10,1.16571e-08,1.19989e-08
391,3.92e-05,267.331,330608,3.30608e+07,-2.03927e-18,3.58629e-18,2.31109e-14,3.41846e-10,1.16571e-08,1.19989e-08
392,3.93e-05,267.95,330625,3.30625e+07,-1.56264e-18,3.03326e-18,2.31127e-14,3.41883e-10,1.16571e-08,1.1999e-08
393,3.94e-05,268.345,330616,3.30616e+07,-2.2387e-18,2.40654e-18,2.31119e-14,3.41868e-10,1.16571e-08,1.1999e-08
394,3.95e-05,268.558,330608,3.30608e+07,-1.70498e-18,1.11725e-18,2.3111e-14,3.41856e-10,1.16571e-08,1.19989e-08
395,3.96e-05,268.991,330603,3.30603e+07,-1.64691e-18,6.43838e-19,2.31104e-14,3.41846e-10,1.16571e-08,1.19989e-08
396,3.97e-05,269.433,330612,3.30612e+07,-1.84318e-18,6.67013e-19,2.31113e-14,3.41861e-10,1.16571e-08,1.19989e-08
397,3.98e-05,269.852,330575,3.30575e+07,-1.87781e-18,1.71623e-19,2.3108e-14,3.41806e-10,1.16571e-08,1.19989e-08
398,3.99e-05,270.273,330587,3.30587e+07,-1.51906e-18,-4.44288e-19,2.31088e-14,3.41819e-10,1.16571e-08,1.19989e-08
399,4e-05,270.682,330642,3.30642e+07,-1.01122e-18,-3.70784e-19,2.31137e-14,3.41903e-10,1.16571e-08,1.1999e-08
400,4.01e-05,271.244,330563,3.30563e+07,-2.31434e-18,-1.46909e-19,2.31066e-14,3.41782e-10,1.16571e-08,1.19989e-08
